doc_id,accident_id,text,event_polarity,topic_id
1715,448,lateral acceleration fluctuated from about +.156 g's to -.211 g's,NEGATIVE,12
1716,449,the first officer heard a 'pop' and noticed arcing at the right windshield terminal block,NEGATIVE,-1
1717,449,"In the event of an overheat condition on one of the windshields or a malfunction in the controller or sensors, an amber caution light (L WSHLD HOT or R WSHLD HOT) will illuminate on the caution/warning panel.",NEGATIVE,13
1718,449,The right windshield sustained burning and charring damage in the area of the terminal block and the inner glass ply was fractured.,NEGATIVE,-1
1719,449,"The airplane experienced an in-flight cockpit fire at the right windshield terminal block location near the upper, forward corner of the windshield",NEGATIVE,-1
1720,449,The crew reported that a 'pop' was heard and they noticed arcing at the terminal block location,NEGATIVE,17
1721,45,"a controller error was reported when Russian registered Transaero (TSO), also known as Transoviet flight 554, a Boeing 744, and Delta Airlines (DAL) flight 485, a Boeing 738, came within zero feet vertical and 1 minute lateral separation at flight level (flight level) 330, 179 nautical miles (nm) north of San Juan, Puerto Rico.",NEGATIVE,0
1722,450,the crew asked for verification of this request three times without hearing a response,NEGATIVE,-1
1723,450,Flight crew statements indicated the flight deck crew did not communicate with the cabin crew during this time to assess the conditions in the cabin,NEGATIVE,-1
1724,451,"The flight was level at FL370 about 80 miles southwest of McCook, Nebraska when they encountered turbulence characterized by the flight crew as severe.",NEGATIVE,0
1725,451,The vertical acceleration fluctuated between -.55 g's to a peak of +1.64 g's while lateral acceleration changed from -.13 g's to +.23 g within three seconds.,NEGATIVE,12
1726,451,The vertical acceleration fluctuated between -.55 g's to a peak of +1.64 g's while lateral acceleration changed from -.13 g's to +.23 g within three seconds.,NEGATIVE,12
1727,451,The flight attendant in the forward jumpseat was making an announcement regarding the seatbelt sign and hit her head on the back of the jumpseat when the flight encountered turbulence.,NEGATIVE,1
1728,452,"a FA was descending the ladder into the crew rest area when her foot slipped off a rung, twisting her right ankle",NEGATIVE,1
1729,453,a passenger fell while exiting the rear lavatory injuring her ankle,NEGATIVE,1
1730,454,"a passenger experienced a serious injury aboard Delta Air Lines flight 2526, a Boeing 737, N396DA, while in cruise flight. During follow up examination by her doctor, the passenger was diagnosed with a broken bone in her foot.",NEGATIVE,1
1731,455,"a Boeing 737-700 airplane, N779SW, sustained minor damage when it collided with a provisioning truck at Denver International Airport (DEN), Denver, Colorado.",NEGATIVE,0
1732,456,"On August 7, 2015, at about 0015 Pacific daylight time, an Embraer ERJ-175LR, N204NN, encountered moderate turbulence near South Lake Tahoe, California, while en route to Reno/Tahoe International Airport (RNO), Reno, Nevada.",NEGATIVE,0
1733,456,"During their subsequent descent, the airplane had two separate encounters with severe turbulence.",NEGATIVE,7
1734,456,"The forward flight attendant contacted the flight crew, and reported that the after flight attendant was out of her seat and had injured her ankle.",NEGATIVE,1
1735,456,"At 0018, CPZ5939 reported an encounter with severe turbulence, and asked the controller what information was reflected on radar.",NEGATIVE,7
1736,457,"On August 8, 2015, about 0202 coordinated universal time (all times in this report are in coordinated universal time unless otherwise noted), Delta Air Lines flight 1889, an Airbus A320-211, N332NW, penetrated a thunderstorm and encountered large hail while in cruise flight at flight level (flight level) 340 over Max, Nebraska.",NEGATIVE,0
1737,457,"The flight crew declared an emergency and diverted to Denver International Airport (DEN), Denver, Colorado.",NEGATIVE,0
1738,457,"None of the 119 passengers, 2 pilots, and 3 flight attendants sustained injuries, and the airplane sustained minor damage.",NEGATIVE,1
1739,457,"About 0154, the pilot of eastbound Southwest Airlines flight 3318, which had just passed through the hole in the weather in the opposite direction, provided a pilot weather report (pilot report) to the ZDV controller indicating that the hole was starting to close and that he did not think anybody should go through it behind them.",NEGATIVE,0
1740,457,The ZDV controller did not provide this pilot report to the incident flight crew.,NEGATIVE,4
1741,457,"According to the incident captain, he also noted a temperature increase at cruise altitude, followed by a ""rough ride"" and ""static discharge,"" and he briefly could not hear the radio due to the static.",NEGATIVE,-1
1742,457,"SIGMET 1C warned of areas of severe thunderstorms moving from 250° at 30 knots with thunderstorms tops above FL450. Tornadoes, hail to 2 inches, and wind gusts to 60 knots were all possible in the severe thunderstorms discussed in SIGMET 1C.",NEGATIVE,7
1743,457,"SIGMET 5C warned of areas of severe thunderstorms moving from 250° at 30 knots with thunderstorm tops above FL450. Tornadoes, hail to 2 inches, and wind gusts up to 60 knots were all possible in the severe thunderstorms discussed in SIGMET 5C.",NEGATIVE,7
1744,457,"The dispatcher did send TP CN11, which was issued at 0049, to the incident flight at 0138, but TP CN11 did not contain information about thunderstorm activity along the flight route.",NEGATIVE,4
1745,457,any flight in the vicinity of thunderstorms carried the risk of a sudden onset of moderate or severe turbulence.,NEGATIVE,7
1746,457,"In addition to the windshield damage, the airframe sustained minor hail impact damage.",NEGATIVE,2
1747,457,"Although the outer windshield was completely shattered, the seal between the interior of the airplane and the outside atmosphere was not broken.",NEGATIVE,2
1748,457,"The wings' leading edges, engine cowlings, parts of the aircraft skin, and especially the aircraft nose cone, or radome, sustained surface damage.",NEGATIVE,2
1749,457,"The wings' leading edges, engine cowlings, parts of the aircraft skin, and especially the aircraft nose cone, or radome, sustained surface damage.",NEGATIVE,2
1750,458,"On August 15, 2015, about 1837 eastern daylight time (EDT), American Airlines flight 1851, an Airbus A321, N564UW, touched down short of the runway in the paved displaced threshold area and performed a go-around before circling back and successfully landing at Charlotte Douglas International Airport (CLT), Charlotte, North Carolina.",NEGATIVE,0
1751,458,The airplane was substantially damaged when it struck several runway end lights and experienced a tail strike during the go around.,NEGATIVE,2
1752,458,The airplane was substantially damaged when it struck several runway end lights and experienced a tail strike during the go around.,NEGATIVE,2
1753,458,"The captain reported they encountered windshear very close to the ground, below 50 feet, and the airplane quit flying.",NEGATIVE,-1
1754,458,"experienced some airspeed fluctuations as they passed through a rain shower on approach about 1,000 feet.",NEGATIVE,7
1755,458,At the time of the accident the system was depicting a 25 knot windshear condition over runway 36L and 36C associated with an area of echoes over the area.,NEGATIVE,7
1756,458,The ribbon display indicated a windshear alert for arrivals on 36L with an expected 20 knot loss of airspeed at 1 mile final.,NEGATIVE,7
1757,458,The ITWS detected several microburst conditions around the airport area in the minutes prior to the accident.,NEGATIVE,-1
1758,459,"As SWA1995 began to taxi and turn to exit the alley way, the jet blast struck the roof of the golf cart which separated and hit one of the ground operations personnel.",NEGATIVE,-1
1759,459,the jet blast struck the roof of the golf cart which separated and hit one of the ground operations personnel.,NEGATIVE,2
1760,459,the jet blast struck the roof of the golf cart which separated and hit one of the ground operations personnel.,NEGATIVE,2
1761,459,a ground operations specialist received serious injury after being struck by a component of a service golf cart which had been blown by jet blast.,NEGATIVE,-1
1762,46,"a Beech 1900D, N122UX, owned and operated by Great Lakes Aviation Ltd as Lakes Air Flight 5215, was substantially damaged while parking at the gate at Lambert-St. Louis International Airport (KSTL), St. Louis, Missouri.",NEGATIVE,0
1763,46,"During the turn, the empennage struck an overhang from an adjacent building.",NEGATIVE,-1
1764,46,It was the perception of the marshaler and the wing walker that the empennage was clear of the building during the turn.,NEGATIVE,-1
